iter	Logloss
160	0.001415109788
161	0.001411183603
162	0.001406403549
163	0.001401392047
164	0.001398906521
165	0.001396138247
166	0.001390073038
167	0.00138036332
168	0.001376301319
169	0.001373850751
170	0.001370091455
171	0.001365399936
172	0.001357519973
173	0.001352089238
174	0.001348094207
175	0.001343414743
176	0.001335486829
177	0.001333019251
178	0.001327171159
179	0.001322755289
180	0.001321837531
181	0.001319807937
182	0.001314264559
183	0.001309572236
184	0.001306528581
185	0.001301901353
186	0.00129874894
187	0.001288438902
188	0.001279655647
189	0.00127536943
190	0.001268000315
191	0.001265898527
192	0.001261222679
193	0.001259084191
194	0.001255613
195	0.001253000633
196	0.001245783673
197	0.001242255826
198	0.001238566848
199	0.00123457329
200	0.001231713803
201	0.001223975549
202	0.001222128381
203	0.001216759125
204	0.001205635401
205	0.001204008163
206	0.001200946561
207	0.001198326425
208	0.001195882153
209	0.001189142555
210	0.001184872144
211	0.001183074668
212	0.001175923875
213	0.001170537474
214	0.001166601109
215	0.001162590541
216	0.001159522778
217	0.001155880679
218	0.001153776346
219	0.001148413519
220	0.001143857681
221	0.001135536788
222	0.001131092522
223	0.00112812307
224	0.001124962888
225	0.001120119748
226	0.001115364005
227	0.001110977802
228	0.001107100304
229	0.001101309069
230	0.001099793671
231	0.001094974172
232	0.001089944789
233	0.001084086116
234	0.001075702404
235	0.001070387126
236	0.001067280453
237	0.001063537765
238	0.001060432364
239	0.001058959559
240	0.001055997742
241	0.001053843651
242	0.001051531979
243	0.001049190974
244	0.001044711616
245	0.001039794408
246	0.001036922531
247	0.001035302258
248	0.001032223511
249	0.001027771343
250	0.001024121945
251	0.001019765075
252	0.001011746283
253	0.001007545922
254	0.001002363512
255	0.0009980089191
256	0.0009966644955
257	0.0009920291641
258	0.0009901047799
259	0.0009843614292
260	0.0009813546083
261	0.0009792317249
262	0.0009738539636
263	0.0009718589931
264	0.0009713194155
265	0.0009702424702
266	0.000967287752
267	0.0009646525479
268	0.0009625146632
269	0.000954317999
270	0.0009504504121
271	0.0009489709099
272	0.0009475771964
273	0.0009428654522
274	0.0009408980063
275	0.0009376253813
276	0.000933383231
277	0.0009302034265
278	0.0009266380754
279	0.0009225579257
280	0.0009197229499
281	0.0009161584694
282	0.0009113770763
283	0.0009065087562
284	0.0009038683953
285	0.0008978406228
286	0.0008964011018
287	0.000894779891
288	0.0008908600675
289	0.0008890849596
290	0.0008867885569
291	0.0008847610389
292	0.0008806583202
293	0.0008779978684
294	0.0008734435037
295	0.0008711043741
296	0.0008683184204
297	0.0008610062295
298	0.000856415835
299	0.0008547224305
300	0.0008519576393
301	0.0008454418561
302	0.0008405007395
303	0.0008374810603
304	0.0008323366896
305	0.0008255657506
306	0.0008236737799
307	0.0008205295365
308	0.0008178506679
309	0.0008148417039
310	0.0008110753088
311	0.0008052667292
312	0.0008032747054
313	0.0008001274483
314	0.0007987811495
315	0.0007962714472
316	0.0007931166225
317	0.0007917557913
318	0.0007892167561
319	0.0007878624879
320	0.0007855541646
321	0.0007828225235
322	0.000780527862
323	0.0007762308633
324	0.0007745757657
325	0.0007730548091
326	0.0007694873819
327	0.0007668492311
328	0.0007649926876
329	0.0007612136352
330	0.0007599491068
331	0.0007565399969
332	0.0007535282202
333	0.0007504552998
334	0.0007487453538
335	0.0007465620635
336	0.000743831427
337	0.0007413399406
338	0.0007386265824
339	0.0007357487457
340	0.0007339170481
341	0.0007324658073
342	0.0007288535103
343	0.0007244620838
344	0.0007223276146
345	0.0007198955976
346	0.0007186579912
347	0.0007171484195
348	0.0007147117815
349	0.0007122348276
350	0.0007054983111
351	0.0006997686223
352	0.0006979120118
353	0.0006969345171
354	0.0006956655018
355	0.0006923631421
356	0.0006884756651
357	0.000685744292
358	0.0006834569302
359	0.0006816828938
360	0.000680269625
361	0.0006790642313
362	0.0006753147126
363	0.000674189281
364	0.0006734719649
365	0.0006716156224
366	0.0006695380108
367	0.000668097954
368	0.0006658673158
369	0.0006611224214
370	0.0006589676603
371	0.0006573421635
372	0.0006553104264
373	0.0006531826542
374	0.0006515195872
375	0.0006494979626
376	0.0006482478998
377	0.0006463877399
378	0.000644639554
379	0.0006425981062
380	0.0006397095544
381	0.0006377534264
382	0.0006340001574
383	0.0006328975627
384	0.0006319913241
385	0.0006286635157
386	0.0006270994304
387	0.000623007427
388	0.0006213898996
389	0.000620955331
390	0.0006199665183
391	0.0006174332425
392	0.0006161539808
393	0.0006143335342
394	0.0006133418418
395	0.0006114228823
396	0.0006070206066
397	0.0006054315414
398	0.0006040615353
399	0.000600720333
400	0.0005980972504
401	0.0005949580967
402	0.0005923853086
403	0.0005900100152
404	0.0005881531368
405	0.0005865037317
406	0.0005854273892
407	0.0005842761072
408	0.0005822896418
409	0.000578598722
410	0.0005766886024
411	0.0005745914356
412	0.0005726270703
413	0.0005708715847
414	0.0005688695153
415	0.0005680971498
416	0.0005653121336
417	0.0005642027079
418	0.0005625612722
419	0.0005616809845
420	0.0005601179038
421	0.0005585144735
422	0.0005562074226
423	0.0005555642423
424	0.0005511118731
425	0.000550441302
426	0.0005486088678
427	0.0005465912613
428	0.0005456024152
429	0.000543814583
430	0.0005423823282
431	0.0005410807654
432	0.0005403897685
433	0.000539388399
434	0.0005383165435
435	0.0005349877976
436	0.0005330880249
437	0.0005309538571
438	0.0005289105007
439	0.0005284386633
440	0.0005273222727
441	0.0005260807486
442	0.0005253750853
443	0.0005228942805
444	0.0005216425435
445	0.0005190028189
446	0.0005178829124
447	0.000515591231
448	0.0005144268899
449	0.0005118846067
450	0.000511470196
451	0.0005099374862
452	0.0005076112483
453	0.0005054611417
454	0.0005033998038
455	0.0005021628336
456	0.0004999784048
457	0.0004966827756
458	0.0004955121728
459	0.0004929840872
460	0.0004923130474
461	0.0004910317096
462	0.000489545477
463	0.0004892906225
464	0.0004886059208
465	0.0004869544395
466	0.0004853534202
467	0.0004826149483
468	0.0004817886719
469	0.0004803304997
470	0.0004791055842
471	0.0004785745118
472	0.0004774703432
473	0.000476120562
474	0.0004752561462
475	0.0004730273498
476	0.0004709273702
477	0.0004696821292
478	0.0004691443263
479	0.0004662583528
480	0.0004649492225
481	0.0004635792498
482	0.0004631777644
483	0.0004576186148
484	0.00045560506
485	0.0004541987896
486	0.0004518859792
487	0.0004501906661
488	0.0004486550096
489	0.0004459214934
490	0.0004450006888
491	0.0004437997486
492	0.0004421594848
493	0.0004409716707
494	0.0004405830435
495	0.0004400610121
496	0.0004383042205
497	0.0004362010598
498	0.0004354672356
499	0.000433132392
